"Notes","Race","Race Code","State","State Code","Year","Year Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code",Deaths,Population,Crude Rate
,"Black or African American","2054-5","Texas","48","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",25,3803248,0.7
,"Black or African American","2054-5","Texas","48","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,3803248,0.6
,"Black or African American","2054-5","Texas","48","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,3873093,0.6
,"Black or African American","2054-5","Texas","48","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",22,3873093,0.6
,"Black or African American","2054-5","Texas","48","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",38,3984144,1.0
,"Black or African American","2054-5","Texas","48","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",37,3984144,0.9
,"Black or African American","2054-5","Virginia","51","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,1729691,Unreliable
,"Black or African American","2054-5","Virginia","51","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,1729691,Unreliable
,"Black or African American","2054-5","Virginia","51","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,1741448,Unreliable
,"Black or African American","2054-5","Virginia","51","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,1741448,Unreliable
,"Black or African American","2054-5","Virginia","51","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1760262,Unreliable
,"Black or African American","2054-5","Virginia","51","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,1760262,Unreliable
,"Black or African American","2054-5","Virginia","51","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,1781520,Unreliable
,"Black or African American","2054-5","Virginia","51","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,1781520,Unreliable
,"Black or African American","2054-5","Virginia","51","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,1801495,Unreliable
,"Black or African American","2054-5","Virginia","51","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,1801495,Unreliable
,"White","2106-3","Alabama","01","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,3416909,Unreliable
,"White","2106-3","Alabama","01","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,3416909,Unreliable
,"White","2106-3","Alabama","01","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,3419705,Unreliable
,"White","2106-3","Alabama","01","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,3419705,Unreliable
,"White","2106-3","Alabama","01","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,3426745,Unreliable
,"White","2106-3","Alabama","01","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,3426745,Unreliable
,"White","2106-3","Alabama","01","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,3437480,0.6
,"White","2106-3","Alabama","01","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,3437480,0.6
,"White","2106-3","Alabama","01","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,3445489,Unreliable
,"White","2106-3","Alabama","01","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,3445489,Unreliable
,"White","2106-3","Arizona","04","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,5493590,Unreliable
,"White","2106-3","Arizona","04","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,5493590,Unreliable
,"White","2106-3","Arizona","04","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,5559757,Unreliable
,"White","2106-3","Arizona","04","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,5559757,Unreliable
,"White","2106-3","Arizona","04","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,5603585,Unreliable
,"White","2106-3","Arizona","04","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,5603585,Unreliable
,"White","2106-3","Arizona","04","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,5650603,0.4
,"White","2106-3","Arizona","04","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,5650603,0.4
,"White","2106-3","Arizona","04","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",17,5725331,Unreliable
,"White","2106-3","Arizona","04","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,5725331,Unreliable
,"White","2106-3","Arizona","04","2015","2015","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,5790662,Unreliable
,"White","2106-3","Arizona","04","2015","2015","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,5790662,Unreliable
,"White","2106-3","Arizona","04","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,5867696,Unreliable
,"White","2106-3","Arizona","04","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,5867696,Unreliable
,"White","2106-3","Arizona","04","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,5925685,Unreliable
,"White","2106-3","Arizona","04","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,5925685,Unreliable
,"White","2106-3","Arizona","04","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,6039570,0.3
,"White","2106-3","Arizona","04","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,6039570,0.3
,"White","2106-3","Arizona","04","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",17,6118935,Unreliable
,"White","2106-3","Arizona","04","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",17,6118935,Unreliable
,"White","2106-3","Arizona","04","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",26,6217929,0.4
,"White","2106-3","Arizona","04","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",26,6217929,0.4
,"White","2106-3","Arkansas","05","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",19,2346846,Unreliable
,"White","2106-3","Arkansas","05","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",18,2346846,Unreliable
,"White","2106-3","Arkansas","05","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,2361582,Unreliable
,"White","2106-3","Arkansas","05","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,2361582,Unreliable
,"White","2106-3","Arkansas","05","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,2393011,Unreliable
,"White","2106-3","Arkansas","05","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,2393011,Unreliable
,"White","2106-3","Arkansas","05","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",18,2399804,Unreliable
,"White","2106-3","Arkansas","05","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",17,2399804,Unreliable
,"White","2106-3","Arkansas","05","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,2411255,Unreliable
,"White","2106-3","Arkansas","05","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,2411255,Unreliable
,"White","2106-3","Arkansas","05","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,2420319,Unreliable
,"White","2106-3","Arkansas","05","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,2420319,Unreliable
,"White","2106-3","Arkansas","05","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,2424998,Unreliable
,"White","2106-3","Arkansas","05","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,2424998,Unreliable
,"White","2106-3","California","06","1999","1999","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",28,26492434,0.1
,"White","2106-3","California","06","1999","1999","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",26,26492434,0.1
,"White","2106-3","California","06","2000","2000","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",40,26748991,0.1
,"White","2106-3","California","06","2000","2000","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",36,26748991,0.1
,"White","2106-3","California","06","2001","2001","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",36,27098184,0.1
,"White","2106-3","California","06","2001","2001","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",35,27098184,0.1
,"White","2106-3","California","06","2002","2002","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",42,27309018,0.2
,"White","2106-3","California","06","2002","2002","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",40,27309018,0.1
,"White","2106-3","California","06","2003","2003","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",74,27511542,0.3
,"White","2106-3","California","06","2003","2003","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",67,27511542,0.2
,"White","2106-3","California","06","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",106,27663667,0.4
,"White","2106-3","California","06","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",104,27663667,0.4
,"White","2106-3","California","06","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",83,27746395,0.3
,"White","2106-3","California","06","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",79,27746395,0.3
,"White","2106-3","California","06","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",90,27773583,0.3
,"White","2106-3","California","06","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",87,27773583,0.3
,"White","2106-3","California","06","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",65,27832336,0.2
,"White","2106-3","California","06","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",64,27832336,0.2
,"White","2106-3","California","06","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",73,27990346,0.3
,"White","2106-3","California","06","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",70,27990346,0.3
,"White","2106-3","California","06","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",82,28147510,0.3
,"White","2106-3","California","06","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",81,28147510,0.3
,"White","2106-3","California","06","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",55,28280715,0.2
,"White","2106-3","California","06","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",53,28280715,0.2
