race,race_code,state,state_code,year,year_code,icd10_113_cause_list,icd10_113_cause_list_code,deaths,population,crude_rate
White,2106-3,Ohio,39.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,40.0,9775738.0,0.4
White,2106-3,Ohio,39.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,31.0,9767820.0,0.3
White,2106-3,Ohio,39.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,30.0,9767820.0,0.3
White,2106-3,Ohio,39.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,27.0,9759657.0,0.3
White,2106-3,Ohio,39.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,27.0,9759657.0,0.3
White,2106-3,Ohio,39.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,9739254.0,0.2
White,2106-3,Ohio,39.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,9739254.0,0.2
White,2106-3,Ohio,39.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,9741342.0,
White,2106-3,Ohio,39.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,9741342.0,
White,2106-3,Ohio,39.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,9733011.0,
White,2106-3,Ohio,39.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,9733011.0,
White,2106-3,Ohio,39.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,9722459.0,0.2
White,2106-3,Ohio,39.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,9722459.0,0.2
White,2106-3,Ohio,39.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,9697106.0,0.3
White,2106-3,Ohio,39.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,28.0,9697106.0,0.3
White,2106-3,Ohio,39.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,31.0,9702995.0,0.3
White,2106-3,Ohio,39.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,30.0,9702995.0,0.3
White,2106-3,Ohio,39.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,9698709.0,
White,2106-3,Ohio,39.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,9698709.0,
White,2106-3,Ohio,39.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,33.0,9682405.0,0.3
White,2106-3,Ohio,39.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,33.0,9682405.0,0.3
White,2106-3,Ohio,39.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,9653181.0,0.3
White,2106-3,Ohio,39.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,28.0,9653181.0,0.3
White,2106-3,Oklahoma,40.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,2833383.0,
White,2106-3,Oklahoma,40.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2833383.0,
White,2106-3,Oklahoma,40.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,2845221.0,
White,2106-3,Oklahoma,40.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,2845221.0,
White,2106-3,Oklahoma,40.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2873569.0,
White,2106-3,Oklahoma,40.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,2917406.0,
White,2106-3,Oklahoma,40.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,2917406.0,
White,2106-3,Oklahoma,40.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,2946778.0,
White,2106-3,Oklahoma,40.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,2946778.0,
White,2106-3,Oklahoma,40.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,2965869.0,
White,2106-3,Oklahoma,40.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,2965869.0,
White,2106-3,Oklahoma,40.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,2991048.0,
White,2106-3,Oklahoma,40.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,2991048.0,
White,2106-3,Oklahoma,40.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,3003118.0,
White,2106-3,Oklahoma,40.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,3003118.0,
White,2106-3,Oklahoma,40.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,3024255.0,
White,2106-3,Oklahoma,40.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,3024255.0,
White,2106-3,Oklahoma,40.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,3054808.0,
White,2106-3,Oklahoma,40.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,3054808.0,
White,2106-3,Oklahoma,40.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,3051867.0,
White,2106-3,Oklahoma,40.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,3051867.0,
White,2106-3,Oklahoma,40.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,3056708.0,
White,2106-3,Oklahoma,40.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,3056708.0,
White,2106-3,Oklahoma,40.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3061110.0,
White,2106-3,Oregon,41.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3505165.0,
White,2106-3,Oregon,41.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,3544037.0,
White,2106-3,Oregon,41.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,3544037.0,
White,2106-3,Oregon,41.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3697722.0,
White,2106-3,Oregon,41.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,3697722.0,
White,2106-3,Oregon,41.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,3762475.0,
White,2106-3,Oregon,41.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,3762475.0,
White,2106-3,Pennsylvania,42.0,1999,1999.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,10734583.0,
White,2106-3,Pennsylvania,42.0,1999,1999.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,10734583.0,
White,2106-3,Pennsylvania,42.0,2003,2003.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,10711817.0,
White,2106-3,Pennsylvania,42.0,2003,2003.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,10711817.0,
White,2106-3,Pennsylvania,42.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,10707324.0,
White,2106-3,Pennsylvania,42.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,10724159.0,0.2
White,2106-3,Pennsylvania,42.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,10724159.0,0.2
White,2106-3,Pennsylvania,42.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,24.0,10735235.0,0.2
White,2106-3,Pennsylvania,42.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,10735235.0,0.2
White,2106-3,Pennsylvania,42.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,10743098.0,
White,2106-3,Pennsylvania,42.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,10743098.0,
White,2106-3,Pennsylvania,42.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,10758201.0,0.2
White,2106-3,Pennsylvania,42.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,10758201.0,0.2
White,2106-3,Pennsylvania,42.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,10766954.0,0.2
White,2106-3,Pennsylvania,42.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,10766954.0,0.2
White,2106-3,Pennsylvania,42.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,10779681.0,
White,2106-3,Pennsylvania,42.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,10779681.0,
White,2106-3,Pennsylvania,42.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,10766181.0,0.2
White,2106-3,Pennsylvania,42.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,10766181.0,0.2
White,2106-3,Pennsylvania,42.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,10743840.0,0.2
White,2106-3,Pennsylvania,42.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,10743840.0,0.2
White,2106-3,Pennsylvania,42.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,10716775.0,0.2
White,2106-3,Pennsylvania,42.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,10716775.0,0.2
White,2106-3,Pennsylvania,42.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,10695940.0,0.2
White,2106-3,Pennsylvania,42.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,10695940.0,0.2
White,2106-3,Pennsylvania,42.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,24.0,10656890.0,0.2
White,2106-3,Pennsylvania,42.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,10656890.0,0.2
White,2106-3,Pennsylvania,42.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,29.0,10637357.0,0.3
White,2106-3,Pennsylvania,42.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,29.0,10637357.0,0.3
White,2106-3,Pennsylvania,42.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,10609745.0,
White,2106-3,Pennsylvania,42.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,10609745.0,
White,2106-3,Pennsylvania,42.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,24.0,10583680.0,0.2
White,2106-3,Pennsylvania,42.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,10583680.0,0.2
White,2106-3,Pennsylvania,42.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,10530577.0,
White,2106-3,Pennsylvania,42.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,10530577.0,
White,2106-3,South Carolina,45.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,3068677.0,
White,2106-3,South Carolina,45.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,3068677.0,
White,2106-3,South Carolina,45.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3129618.0,
White,2106-3,South Carolina,45.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,3129618.0,
White,2106-3,South Carolina,45.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,3174776.0,
White,2106-3,South Carolina,45.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,3174776.0,
White,2106-3,South Carolina,45.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,3390607.0,
White,2106-3,South Carolina,45.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,3390607.0,
White,2106-3,South Carolina,45.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,3441510.0,
White,2106-3,South Carolina,45.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,3441510.0,
White,2106-3,South Carolina,45.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3531746.0,
White,2106-3,South Carolina,45.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,3531746.0,
White,2106-3,South Carolina,45.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3581951.0,
White,2106-3,South Carolina,45.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,3581951.0,
White,2106-3,South Carolina,45.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,3631407.0,
White,2106-3,South Carolina,45.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,3631407.0,
White,2106-3,Tennessee,47.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,24.0,5178755.0,0.5
White,2106-3,Tennessee,47.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,5178755.0,0.4
White,2106-3,Tennessee,47.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,5202797.0,
White,2106-3,Tennessee,47.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,5202797.0,
White,2106-3,Tennessee,47.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,5235081.0,
White,2106-3,Tennessee,47.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,5235081.0,
White,2106-3,Tennessee,47.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,5267640.0,
White,2106-3,Tennessee,47.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,5267640.0,
White,2106-3,Tennessee,47.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,5305294.0,
White,2106-3,Tennessee,47.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,5305294.0,
White,2106-3,Tennessee,47.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,29.0,5350680.0,0.5
White,2106-3,Tennessee,47.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,29.0,5350680.0,0.5
White,2106-3,Tennessee,47.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,5391207.0,
White,2106-3,Tennessee,47.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,5391207.0,
White,2106-3,Tennessee,47.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,5432785.0,
White,2106-3,Tennessee,47.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,5432785.0,
White,2106-3,Tennessee,47.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,32.0,5475185.0,0.6
White,2106-3,Tennessee,47.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,31.0,5475185.0,0.6
White,2106-3,Texas,48.0,1999,1999.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,17358613.0,0.1
White,2106-3,Texas,48.0,1999,1999.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,17358613.0,0.1
White,2106-3,Texas,48.0,2000,2000.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,17575478.0,0.1
White,2106-3,Texas,48.0,2000,2000.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,17575478.0,0.1
White,2106-3,Texas,48.0,2001,2001.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,27.0,17922031.0,0.2
White,2106-3,Texas,48.0,2001,2001.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,17922031.0,0.1
White,2106-3,Texas,48.0,2002,2002.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,18192259.0,0.1
White,2106-3,Texas,48.0,2002,2002.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,18192259.0,0.1
White,2106-3,Texas,48.0,2003,2003.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,41.0,18440940.0,0.2
White,2106-3,Texas,48.0,2003,2003.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,39.0,18440940.0,0.2
White,2106-3,Texas,48.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,32.0,18705854.0,0.2
White,2106-3,Texas,48.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,31.0,18705854.0,0.2
White,2106-3,Texas,48.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,50.0,18980757.0,0.3
White,2106-3,Texas,48.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,49.0,18980757.0,0.3
White,2106-3,Texas,48.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,58.0,19346962.0,0.3
White,2106-3,Texas,48.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,58.0,19346962.0,0.3
White,2106-3,Texas,48.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,66.0,19694301.0,0.3
White,2106-3,Texas,48.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,62.0,19694301.0,0.3
White,2106-3,Texas,48.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,73.0,20037899.0,0.4
White,2106-3,Texas,48.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,69.0,20037899.0,0.3
White,2106-3,Texas,48.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,86.0,20386890.0,0.4
White,2106-3,Texas,48.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,86.0,20386890.0,0.4
White,2106-3,Texas,48.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,74.0,20624991.0,0.4
White,2106-3,Texas,48.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,74.0,20624991.0,0.4
White,2106-3,Texas,48.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,85.0,21020190.0,0.4
White,2106-3,Texas,48.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,83.0,21020190.0,0.4
White,2106-3,Texas,48.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,104.0,21261333.0,0.5
White,2106-3,Texas,48.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,104.0,21261333.0,0.5
White,2106-3,Texas,48.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,120.0,21512952.0,0.6
White,2106-3,Texas,48.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,118.0,21512952.0,0.5
White,2106-3,Texas,48.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,108.0,21851213.0,0.5
White,2106-3,Texas,48.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,107.0,21851213.0,0.5
White,2106-3,Texas,48.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,99.0,22188899.0,0.4
White,2106-3,Texas,48.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,98.0,22188899.0,0.4
White,2106-3,Texas,48.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,100.0,22447449.0,0.4
White,2106-3,Texas,48.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,98.0,22447449.0,0.4
White,2106-3,Texas,48.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,101.0,22728838.0,0.4
White,2106-3,Texas,48.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,100.0,22728838.0,0.4
White,2106-3,Texas,48.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,67.0,22961663.0,0.3
White,2106-3,Texas,48.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,66.0,22961663.0,0.3
White,2106-3,Texas,48.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,64.0,23152887.0,0.3
White,2106-3,Texas,48.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,61.0,23152887.0,0.3
White,2106-3,Texas,48.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,106.0,23314879.0,0.5
White,2106-3,Texas,48.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,102.0,23314879.0,0.4
White,2106-3,Utah,49.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2374257.0,
White,2106-3,Utah,49.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2374257.0,
White,2106-3,Utah,49.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,2697259.0,
White,2106-3,Utah,49.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,2697259.0,
White,2106-3,Utah,49.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,2730417.0,
White,2106-3,Utah,49.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,2730417.0,
White,2106-3,Utah,49.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,2774714.0,
White,2106-3,Utah,49.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,2774714.0,
White,2106-3,Utah,49.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,2953540.0,
White,2106-3,Utah,49.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,2953540.0,
White,2106-3,Virginia,51.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5985615.0,
White,2106-3,Virginia,51.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5985615.0,
White,2106-3,Virginia,51.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,6003584.0,
White,2106-3,Virginia,51.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,16.0,6003584.0,
White,2106-3,Virginia,51.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,6010786.0,0.5
White,2106-3,Virginia,51.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,28.0,6010786.0,0.5
White,2106-3,Virginia,51.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,6027893.0,0.5
White,2106-3,Virginia,51.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,28.0,6027893.0,0.5
White,2106-3,Virginia,51.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,6045867.0,
White,2106-3,Virginia,51.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,6045867.0,
White,2106-3,Virginia,51.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,17.0,6053235.0,
White,2106-3,Virginia,51.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,17.0,6053235.0,
White,2106-3,Virginia,51.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,32.0,6063666.0,0.5
White,2106-3,Virginia,51.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,32.0,6063666.0,0.5
White,2106-3,Washington,53.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,5334934.0,
White,2106-3,Washington,53.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,5334934.0,
White,2106-3,Washington,53.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5577318.0,
